distance_km,restaurant_rating,weather,time_of_day,delivery_speed_kmph,active_orders_queue,restaurant_prep_time_min,traffic_level,area_type,delivery_time_minutes
1.97,3.6,sunny,peak,19.18,19,13,medium,urban,51
1.72,2.5,sunny,peak,28.13,12,14,medium,suburban,39
10.66,3.7,sunny,peak,14.2,4,37,low,suburban,89
1.56,3.2,rainy,peak,24.63,8,32,low,urban,54
12.42,2.8,sunny,off-peak,39.15,7,10,medium,urban,43
10.74,3.9,sunny,peak,19.0,8,39,medium,urban,88
1.68,4.2,sunny,peak,38.85,16,23,medium,urban,53
1.73,3.8,cloudy,peak,10.15,18,37,low,urban,77
14.81,4.0,cloudy,off-peak,39.6,16,37,medium,suburban,88
5.93,4.0,sunny,off-peak,11.64,9,25,low,urban,70
5.87,2.8,cloudy,peak,27.99,7,12,high,suburban,42
12.29,3.0,rainy,peak,39.29,18,18,low,urban,70
14.24,2.5,sunny,peak,10.03,10,30,low,urban,131
14.8,5.0,rainy,peak,21.88,1,8,medium,urban,58
11.42,3.0,sunny,off-peak,36.8,15,5,high,urban,51
5.96,4.5,cloudy,peak,29.79,13,32,medium,urban,69
1.71,4.5,rainy,off-peak,24.44,3,29,medium,suburban,46
11.77,4.3,sunny,off-peak,19.41,14,14,high,urban,76
8.6,3.6,sunny,off-peak,16.72,19,22,medium,suburban,84
6.65,4.0,sunny,peak,12.98,14,38,medium,urban,93
13.64,3.0,cloudy,off-peak,28.88,8,28,medium,suburban,73
2.11,2.8,rainy,off-peak,19.55,4,26,medium,urban,46
7.64,3.4,sunny,off-peak,20.75,8,16,medium,urban,53
0.66,4.6,sunny,off-peak,25.39,14,19,medium,urban,45
7.3,3.9,sunny,off-peak,22.11,16,25,low,suburban,70
1.32,4.4,sunny,peak,29.57,0,22,low,suburban,26
2.22,4.7,sunny,off-peak,18.31,2,27,low,urban,38
2.2,3.9,sunny,peak,30.5,12,29,low,urban,52
9.91,3.4,cloudy,peak,19.62,0,15,medium,suburban,50
11.32,4.6,rainy,off-peak,21.96,2,32,medium,suburban,74
8.96,3.1,sunny,peak,20.53,15,9,medium,urban,61
14.45,2.6,sunny,off-peak,29.32,15,10,medium,urban,65
5.94,2.6,cloudy,peak,17.35,19,16,low,suburban,68
4.64,4.0,sunny,off-peak,18.31,4,16,high,urban,42
13.09,4.7,sunny,off-peak,31.46,3,34,medium,suburban,66
3.74,3.9,cloudy,peak,33.61,5,19,medium,urban,38
14.47,3.5,cloudy,off-peak,34.05,4,30,medium,suburban,66
0.68,3.9,sunny,peak,22.58,3,39,high,urban,50
14.56,4.2,sunny,off-peak,13.95,7,21,low,suburban,95
1.13,4.4,cloudy,off-peak,15.17,10,13,medium,suburban,37
13.42,3.4,rainy,off-peak,35.56,13,10,high,rural,62
8.15,3.5,rainy,off-peak,11.37,0,24,medium,urban,75
14.9,2.6,sunny,peak,29.06,9,25,low,rural,70
1.57,4.1,sunny,peak,35.5,19,33,low,urban,65
8.53,4.4,rainy,off-peak,37.46,12,9,low,suburban,47
14.55,3.8,sunny,peak,24.37,14,11,medium,urban,71
8.08,3.4,sunny,off-peak,37.42,0,5,low,urban,19
9.63,3.3,sunny,peak,24.84,4,9,medium,urban,41
10.59,4.1,cloudy,off-peak,12.15,10,12,medium,urban,84
7.09,3.3,sunny,off-peak,18.91,17,6,medium,suburban,57
9.6,4.0,sunny,off-peak,39.45,17,26,low,suburban,67
8.97,4.8,rainy,peak,33.31,17,33,medium,suburban,83
13.57,3.3,sunny,peak,28.91,17,20,high,urban,79
1.16,2.7,rainy,peak,34.64,15,27,low,urban,58
4.57,4.7,rainy,off-peak,20.7,15,27,low,rural,69
14.28,3.2,rainy,peak,18.51,4,38,medium,suburban,98
13.41,5.0,sunny,off-peak,10.25,18,27,low,rural,133
7.11,4.6,sunny,peak,12.51,9,35,high,urban,88
9.49,3.6,sunny,peak,31.41,15,23,high,urban,69
4.52,4.1,rainy,peak,39.61,7,11,medium,suburban,36
3.23,3.2,rainy,off-peak,28.11,2,11,medium,urban,29
7.22,2.7,rainy,peak,10.1,11,26,high,urban,95
5.62,3.8,sunny,peak,29.22,3,6,high,rural,27
8.96,3.6,sunny,off-peak,10.86,3,18,medium,rural,75
1.63,4.9,sunny,peak,17.45,0,17,medium,urban,26
14.63,4.0,sunny,off-peak,19.12,18,31,high,suburban,109
14.8,4.4,cloudy,peak,19.3,6,24,medium,suburban,84
10.62,2.8,rainy,off-peak,13.54,6,12,low,suburban,74
8.27,4.3,rainy,off-peak,32.58,17,8,low,urban,55
4.99,2.6,cloudy,off-peak,17.04,0,13,low,suburban,34
12.3,4.0,sunny,peak,13.12,8,26,medium,urban,97
10.43,4.6,sunny,off-peak,17.42,12,35,medium,urban,92
2.86,3.7,rainy,peak,38.66,8,29,medium,urban,53
13.71,3.0,sunny,peak,38.27,0,7,high,urban,33
12.43,3.6,rainy,peak,28.13,4,35,high,suburban,78
14.27,4.6,rainy,off-peak,28.02,16,28,medium,urban,91
11.02,4.3,rainy,off-peak,23.06,16,32,low,suburban,91
9.39,4.0,cloudy,off-peak,34.71,19,25,medium,urban,75
6.56,4.2,sunny,peak,20.73,3,7,medium,rural,33
14.02,4.6,cloudy,off-peak,34.19,5,36,medium,suburban,73
13.06,2.9,cloudy,peak,30.44,6,32,high,urban,74
1.16,4.6,cloudy,off-peak,16.68,18,29,medium,urban,65
0.88,4.5,cloudy,off-peak,35.57,12,23,high,urban,49
5.96,3.7,cloudy,off-peak,28.95,12,8,medium,suburban,43
12.25,3.5,sunny,off-peak,28.74,8,18,high,urban,61
14.82,4.8,sunny,off-peak,39.51,18,25,medium,urban,78
2.68,4.5,sunny,off-peak,39.1,19,12,medium,urban,48
9.11,5.0,sunny,off-peak,28.9,3,20,medium,urban,46
6.02,4.1,sunny,off-peak,36.33,10,22,high,suburban,52
14.56,2.6,rainy,off-peak,16.79,1,34,medium,urban,96
12.71,2.9,sunny,peak,24.26,14,20,low,suburban,73
12.66,4.6,cloudy,off-peak,28.56,6,9,medium,suburban,50
7.3,4.1,sunny,peak,21.06,2,14,medium,urban,41
6.51,3.0,sunny,peak,32.34,19,28,low,urban,70
4.46,2.5,rainy,off-peak,22.32,11,15,medium,urban,51
1.32,3.2,cloudy,off-peak,31.02,10,17,low,suburban,38
13.04,2.8,sunny,peak,25.6,0,39,high,urban,75
12.29,4.7,sunny,off-peak,16.25,16,23,low,urban,93
15.0,4.7,sunny,peak,38.59,4,23,low,urban,53
14.95,4.6,rainy,off-peak,19.47,10,23,medium,urban,92
8.55,2.7,cloudy,peak,12.71,7,36,medium,urban,92
11.65,2.8,sunny,peak,11.52,9,38,medium,rural,115
14.2,2.8,sunny,off-peak,39.69,19,20,low,suburban,71
12.82,3.1,sunny,off-peak,22.91,16,6,medium,urban,67
4.09,2.7,rainy,off-peak,21.36,8,23,low,urban,52
7.03,5.0,sunny,peak,33.94,4,20,low,urban,39
2.37,4.6,cloudy,off-peak,37.5,12,28,medium,urban,55
14.33,2.7,sunny,off-peak,35.01,19,19,high,suburban,77
9.29,2.9,sunny,peak,30.03,12,12,medium,urban,52
3.82,3.2,rainy,peak,11.07,12,30,low,urban,75
10.24,4.4,sunny,off-peak,15.13,8,28,medium,rural,84
9.46,4.3,sunny,peak,19.94,16,5,low,rural,58
5.69,4.1,sunny,peak,12.11,3,24,medium,suburban,60
2.15,4.8,rainy,peak,14.43,9,37,low,suburban,65
10.24,2.6,sunny,off-peak,37.01,7,29,medium,urban,59
8.04,2.9,sunny,peak,34.66,4,17,medium,suburban,40
11.7,3.0,sunny,off-peak,39.7,6,24,high,urban,56
8.04,2.6,rainy,off-peak,27.21,2,36,high,urban,67
12.86,4.0,sunny,peak,22.03,6,8,medium,urban,55
8.5,3.0,rainy,off-peak,14.16,4,16,low,suburban,64
8.63,3.7,sunny,peak,18.99,11,29,low,urban,74
13.21,4.2,rainy,peak,14.37,13,39,high,rural,124
6.35,4.0,sunny,off-peak,30.09,16,15,low,urban,53
2.44,3.2,cloudy,peak,29.07,19,8,high,urban,49
0.92,3.5,sunny,peak,26.53,0,31,medium,urban,36
11.45,3.3,rainy,peak,15.05,16,19,low,urban,95
9.49,4.6,sunny,peak,28.94,10,11,low,urban,47
10.71,3.5,cloudy,peak,26.52,16,30,high,urban,85
3.59,2.7,cloudy,off-peak,35.49,4,10,low,rural,25
2.48,4.0,cloudy,peak,25.13,0,15,high,urban,28
0.71,3.0,rainy,off-peak,31.3,6,38,high,suburban,58
5.58,3.3,sunny,off-peak,17.29,11,24,low,urban,61
9.05,3.3,sunny,peak,10.12,13,32,high,urban,110
6.19,2.7,sunny,off-peak,27.31,10,7,high,suburban,41
6.84,4.9,sunny,off-peak,38.61,9,15,low,urban,40
13.61,3.9,sunny,off-peak,18.53,13,15,high,urban,84
5.55,2.9,cloudy,peak,34.91,12,38,medium,urban,71
7.95,3.9,sunny,peak,28.4,15,30,medium,suburban,72
11.86,3.6,sunny,peak,25.62,0,33,medium,urban,64
6.25,3.4,sunny,off-peak,35.28,0,29,medium,suburban,43
9.52,3.7,sunny,off-peak,24.38,9,24,high,urban,66
13.0,4.2,cloudy,off-peak,17.74,18,36,high,suburban,114
14.27,3.0,sunny,off-peak,25.57,6,12,low,urban,55
2.63,3.8,sunny,peak,29.47,6,32,medium,suburban,49
13.94,4.5,rainy,peak,28.94,2,15,medium,suburban,55
7.64,3.1,cloudy,peak,39.39,9,38,medium,suburban,68
4.24,3.8,sunny,off-peak,36.24,7,24,medium,urban,45
7.16,4.9,rainy,peak,34.98,5,8,low,urban,34
14.71,4.5,sunny,off-peak,39.26,1,15,medium,urban,42
7.64,4.0,rainy,off-peak,22.29,15,32,medium,urban,83
5.27,4.4,sunny,off-peak,29.73,10,20,high,suburban,51
9.68,3.8,cloudy,peak,26.23,13,20,high,urban,69
3.98,5.0,sunny,peak,26.92,9,14,high,urban,41
1.6,2.9,sunny,off-peak,35.5,10,27,high,urban,50
2.37,4.3,cloudy,peak,17.22,13,23,medium,urban,56
2.36,2.5,rainy,off-peak,26.48,11,32,medium,suburban,62
2.7,2.8,sunny,off-peak,15.0,19,5,low,urban,45
2.51,4.3,sunny,peak,15.34,5,32,medium,urban,52
9.79,4.4,rainy,peak,19.45,19,30,low,suburban,95
3.14,2.6,rainy,peak,31.21,5,23,medium,urban,45
5.51,3.3,sunny,peak,24.48,2,10,high,suburban,32
13.5,2.8,rainy,off-peak,22.28,15,13,medium,urban,80
7.37,4.7,sunny,off-peak,30.77,8,17,medium,rural,46
10.18,3.6,cloudy,off-peak,25.19,18,25,low,suburban,79
3.0,3.6,sunny,peak,14.88,15,12,medium,urban,50
3.29,4.6,sunny,off-peak,16.27,19,21,medium,suburban,65
1.09,4.2,cloudy,off-peak,26.37,3,12,medium,urban,24
2.95,4.8,sunny,off-peak,21.19,9,13,high,urban,40
4.54,4.8,rainy,off-peak,33.2,5,10,low,rural,32
3.07,3.3,rainy,peak,12.88,10,7,high,urban,46
1.79,4.1,sunny,peak,37.88,17,19,high,suburban,52
2.25,3.9,sunny,off-peak,22.31,17,17,high,urban,54
7.18,4.0,cloudy,peak,26.41,13,9,medium,urban,50
3.49,4.1,sunny,peak,34.91,8,6,medium,rural,27
5.78,2.7,sunny,off-peak,18.46,7,26,low,urban,56
7.8,4.7,sunny,off-peak,14.2,3,17,medium,urban,57
10.51,2.9,cloudy,off-peak,20.79,19,7,medium,urban,71
1.07,3.6,rainy,peak,18.63,11,21,medium,urban,49
12.09,3.2,cloudy,peak,33.79,6,35,medium,rural,70
9.6,3.9,cloudy,peak,30.05,5,5,medium,urban,37
1.69,4.9,sunny,off-peak,19.5,10,15,high,urban,40
13.17,3.5,sunny,peak,10.11,2,24,high,urban,110
13.85,4.0,cloudy,peak,36.05,19,28,medium,urban,85
1.39,2.9,sunny,peak,27.09,10,25,medium,urban,46
4.51,3.7,sunny,peak,33.33,0,39,medium,urban,50
12.19,4.8,sunny,off-peak,17.51,13,24,low,urban,86
11.35,4.8,cloudy,peak,24.42,18,5,low,suburban,63
3.18,3.9,sunny,off-peak,38.11,18,33,high,urban,70
3.54,4.4,sunny,off-peak,23.67,9,33,low,urban,56
5.87,2.5,cloudy,off-peak,33.58,8,11,medium,suburban,38
7.53,3.8,sunny,peak,27.05,19,8,medium,rural,56
9.46,4.3,rainy,peak,33.06,13,26,low,urban,69
5.85,3.3,rainy,off-peak,14.57,9,11,medium,suburban,57
7.21,4.8,sunny,off-peak,37.19,5,9,low,urban,29
11.34,4.4,cloudy,peak,11.32,4,38,low,urban,107
1.03,4.4,sunny,peak,28.84,6,22,medium,suburban,36
4.16,2.6,rainy,off-peak,23.36,9,18,medium,suburban,50
10.84,3.0,sunny,off-peak,39.57,1,26,low,suburban,45
13.48,4.3,sunny,off-peak,36.01,7,24,medium,urban,60
7.92,3.9,sunny,off-peak,36.69,8,37,high,urban,67
8.22,3.9,rainy,off-peak,31.84,7,24,low,urban,56
2.05,2.5,sunny,peak,28.06,17,19,low,urban,50
6.99,3.6,cloudy,peak,33.08,11,11,medium,urban,45
8.22,4.5,sunny,peak,25.85,3,13,high,suburban,42
4.02,4.2,sunny,peak,14.37,15,13,low,suburban,53
4.4,3.9,cloudy,peak,38.9,15,31,medium,suburban,65
5.97,4.2,sunny,peak,15.03,3,14,low,suburban,43
0.79,4.6,cloudy,peak,32.78,18,22,medium,urban,55
5.17,4.6,sunny,peak,16.01,10,25,low,urban,60
3.57,3.6,sunny,off-peak,36.13,11,23,medium,urban,48
5.25,3.3,cloudy,peak,38.14,4,29,high,urban,50
2.24,3.4,sunny,off-peak,14.49,8,27,medium,suburban,51
13.41,3.8,sunny,off-peak,21.13,15,18,medium,urban,82
9.11,2.7,cloudy,peak,37.66,7,8,medium,urban,38
10.35,4.0,rainy,off-peak,23.06,2,18,low,urban,54
11.94,3.6,rainy,peak,33.94,6,38,high,urban,78
7.73,4.4,sunny,off-peak,12.23,5,34,low,urban,80
1.76,3.2,sunny,off-peak,19.49,10,21,low,suburban,42
8.29,2.7,sunny,off-peak,31.83,6,39,medium,suburban,67
9.01,4.7,cloudy,off-peak,27.33,2,19,medium,urban,47
11.31,2.7,sunny,peak,36.53,10,29,medium,urban,66
6.76,4.8,sunny,off-peak,29.74,19,34,medium,urban,79
2.35,3.7,sunny,peak,32.49,4,17,low,suburban,28
4.61,2.6,cloudy,off-peak,33.58,11,36,medium,suburban,66
5.76,2.8,rainy,peak,16.92,16,35,low,suburban,85
9.87,3.8,sunny,off-peak,12.73,4,27,medium,urban,83
8.78,2.5,rainy,peak,32.44,12,14,high,urban,58
5.66,4.8,sunny,peak,18.12,2,25,low,suburban,48
14.8,4.5,sunny,peak,23.15,12,37,medium,urban,96
9.28,3.8,sunny,off-peak,27.3,12,28,low,urban,67
3.94,4.8,rainy,off-peak,14.81,6,31,medium,suburban,64
1.98,3.1,rainy,off-peak,31.51,0,19,high,suburban,33
2.72,4.6,sunny,peak,24.86,5,26,medium,urban,43
4.07,4.5,sunny,peak,34.68,17,17,medium,rural,53
2.83,4.0,sunny,peak,30.07,11,11,high,urban,38
3.21,3.3,rainy,off-peak,37.98,13,12,medium,urban,45
4.63,3.9,sunny,peak,38.18,3,38,medium,urban,53
3.01,4.9,sunny,peak,30.75,18,25,medium,suburban,61
13.5,2.7,sunny,off-peak,10.19,14,5,medium,rural,108
1.66,3.0,sunny,peak,11.54,18,23,low,urban,60
8.11,4.1,cloudy,peak,35.3,6,32,medium,urban,60
6.45,4.2,cloudy,off-peak,34.57,3,25,low,urban,44
14.74,2.9,rainy,off-peak,14.14,15,34,low,suburban,125
2.12,4.5,cloudy,off-peak,20.37,12,34,medium,urban,63
6.27,4.8,sunny,off-peak,36.99,16,30,high,rural,69
14.56,2.7,sunny,off-peak,28.96,5,38,high,urban,81
13.05,4.9,rainy,peak,32.08,17,20,high,urban,80
12.35,3.2,rainy,off-peak,18.87,17,34,high,urban,109
4.24,3.3,rainy,peak,24.44,14,11,high,urban,52
2.98,2.6,rainy,off-peak,14.88,12,21,medium,urban,59
10.2,3.7,cloudy,off-peak,12.24,17,26,high,rural,108
13.98,4.9,rainy,off-peak,37.04,19,27,medium,urban,86
8.57,2.9,sunny,off-peak,36.11,14,36,medium,suburban,74
8.79,3.9,sunny,off-peak,10.94,7,27,medium,suburban,89
4.56,3.2,rainy,peak,30.05,13,5,high,suburban,44
11.66,2.5,sunny,off-peak,19.99,11,24,medium,urban,78
3.21,5.0,sunny,peak,15.53,17,17,medium,suburban,58
5.19,4.3,sunny,off-peak,24.71,12,11,low,urban,43
6.67,4.3,rainy,off-peak,37.39,10,15,medium,rural,49
7.86,4.2,sunny,off-peak,18.2,8,28,medium,urban,69
4.01,2.9,sunny,peak,15.2,7,18,medium,urban,47
2.17,3.0,rainy,off-peak,33.05,18,23,high,suburban,64
9.35,3.5,sunny,peak,35.46,9,37,medium,suburban,69
4.69,5.0,sunny,off-peak,17.08,12,14,medium,suburban,51
8.93,4.2,sunny,peak,26.82,0,13,high,urban,38
2.74,3.6,sunny,off-peak,26.6,14,28,medium,urban,58
7.48,3.7,sunny,peak,14.31,17,36,medium,urban,96
8.22,4.8,rainy,peak,17.7,13,24,high,urban,81
1.25,3.0,sunny,off-peak,30.17,0,12,medium,urban,17
5.38,3.3,sunny,off-peak,28.13,1,33,medium,suburban,49
2.45,3.4,sunny,off-peak,27.96,16,17,low,urban,47
1.42,4.7,cloudy,off-peak,38.03,15,12,medium,rural,42
14.85,4.4,rainy,peak,36.01,15,8,medium,urban,63
5.17,4.0,sunny,peak,17.0,14,19,high,urban,63
12.24,3.3,cloudy,peak,19.67,6,30,medium,urban,81
4.19,3.0,rainy,off-peak,14.88,8,9,medium,suburban,46
10.38,3.3,sunny,off-peak,18.33,11,23,medium,suburban,76
11.52,4.8,sunny,peak,38.27,0,5,medium,urban,26
9.14,4.8,sunny,peak,35.87,7,18,high,urban,49
7.34,3.6,sunny,peak,26.87,8,28,high,rural,61
6.47,3.3,sunny,off-peak,13.04,2,28,medium,suburban,64
5.56,4.7,sunny,peak,20.76,7,20,medium,urban,50
13.98,3.6,sunny,off-peak,10.73,2,26,high,urban,112
12.54,2.6,sunny,off-peak,11.58,17,38,high,urban,133
14.49,3.4,sunny,peak,11.21,5,20,low,urban,106
2.3,4.0,sunny,peak,22.77,6,22,medium,rural,40
11.1,4.9,cloudy,peak,33.58,5,21,high,urban,55
14.11,3.6,sunny,peak,14.76,9,11,medium,urban,85
3.13,3.1,cloudy,off-peak,13.94,4,27,medium,suburban,51
1.46,3.5,sunny,peak,12.23,5,31,high,rural,51
11.25,2.6,cloudy,peak,27.77,10,28,low,urban,70
8.83,4.7,rainy,off-peak,31.73,6,31,medium,urban,65
12.71,2.6,cloudy,off-peak,23.34,19,10,medium,urban,76
2.53,2.5,cloudy,peak,39.17,8,25,high,rural,48
12.03,4.0,cloudy,peak,36.72,10,34,low,urban,72
3.42,2.9,rainy,peak,26.04,17,31,medium,suburban,72
2.87,3.2,rainy,peak,19.73,16,35,low,urban,74
2.88,3.7,sunny,off-peak,34.0,2,39,medium,suburban,50
12.31,4.5,sunny,peak,32.45,13,19,medium,rural,64
10.15,3.5,sunny,peak,36.44,11,16,low,urban,50
8.08,4.9,sunny,off-peak,37.89,7,16,medium,urban,42
5.7,3.6,cloudy,off-peak,16.07,13,8,medium,urban,54
13.22,4.8,rainy,off-peak,10.92,16,14,medium,urban,119
6.19,3.6,rainy,peak,23.66,13,30,medium,urban,73
12.34,3.8,sunny,peak,28.49,10,34,medium,urban,78
6.87,4.9,sunny,peak,23.09,19,11,low,suburban,58
5.97,4.2,sunny,off-peak,17.47,0,5,medium,urban,29
7.21,2.9,sunny,off-peak,20.44,14,12,medium,suburban,57
4.87,4.0,sunny,peak,35.22,2,23,medium,urban,37
11.34,3.1,sunny,peak,17.09,14,5,medium,suburban,69
7.79,3.3,sunny,off-peak,19.45,15,21,medium,suburban,71
3.87,4.6,rainy,peak,15.9,7,32,medium,suburban,65
13.54,4.2,sunny,peak,11.84,0,30,medium,urban,102
6.07,3.2,sunny,peak,32.19,9,5,medium,urban,33
8.38,2.5,sunny,off-peak,28.56,7,32,medium,rural,63
13.64,3.8,rainy,peak,20.41,14,20,low,urban,87
9.55,3.1,sunny,peak,16.64,7,7,medium,suburban,55
2.2,2.6,sunny,off-peak,38.52,9,13,medium,urban,33
14.13,2.7,rainy,off-peak,31.68,8,37,low,urban,82
9.6,4.2,sunny,off-peak,16.02,19,14,medium,urban,81
5.36,3.5,rainy,peak,25.58,16,26,medium,rural,71
2.52,3.2,sunny,peak,16.37,17,38,high,suburban,78
12.01,4.7,rainy,off-peak,18.72,1,16,low,suburban,62
9.49,4.6,sunny,peak,34.66,0,5,medium,urban,24
8.24,3.7,sunny,peak,20.92,4,23,medium,suburban,56
13.46,3.2,cloudy,off-peak,36.35,10,21,low,suburban,61
11.93,3.8,cloudy,peak,37.19,7,22,high,urban,59
2.7,4.4,rainy,off-peak,29.59,0,21,medium,urban,34
5.02,2.5,sunny,peak,14.41,4,11,high,urban,43
4.1,4.0,rainy,off-peak,24.76,17,20,low,urban,61
11.29,4.3,sunny,peak,23.68,3,7,medium,urban,43
0.99,4.5,sunny,peak,27.23,1,23,medium,urban,30
8.76,3.0,rainy,peak,25.95,15,20,medium,suburban,71
11.56,3.0,cloudy,off-peak,24.22,4,24,medium,urban,64
13.21,3.0,sunny,off-peak,23.22,16,10,low,suburban,69
5.46,4.8,sunny,peak,36.1,2,14,medium,urban,29
12.41,2.9,sunny,peak,25.64,16,22,medium,urban,78
2.1,4.4,sunny,peak,37.66,19,7,low,suburban,40
12.77,5.0,sunny,peak,16.03,0,24,medium,urban,75
2.35,4.9,sunny,peak,31.81,13,24,high,urban,53
6.26,3.5,sunny,off-peak,13.92,7,16,low,urban,54
12.06,4.6,sunny,peak,38.23,6,24,high,urban,57
2.67,4.2,sunny,off-peak,39.48,13,8,low,suburban,33
3.82,4.7,cloudy,peak,13.17,6,20,low,urban,49
10.97,2.9,sunny,peak,24.14,4,18,medium,urban,54
10.94,4.4,sunny,peak,34.32,11,25,medium,suburban,64
9.8,4.0,cloudy,peak,25.56,5,10,low,urban,44
10.56,3.9,rainy,peak,38.38,10,24,medium,urban,64
8.37,4.3,cloudy,off-peak,36.76,5,13,low,urban,37
4.15,3.2,sunny,off-peak,34.19,1,34,low,urban,44
5.51,2.7,sunny,off-peak,17.14,4,38,medium,rural,66
3.13,3.8,cloudy,off-peak,32.54,3,7,medium,suburban,22
13.67,3.3,rainy,off-peak,28.99,13,13,medium,suburban,69
8.96,3.1,rainy,off-peak,17.43,7,33,low,suburban,80
6.31,5.0,sunny,off-peak,17.09,19,24,medium,suburban,78
7.2,3.0,sunny,off-peak,36.76,9,20,medium,urban,48
14.24,3.1,sunny,off-peak,16.89,6,23,medium,urban,86
2.72,3.3,sunny,off-peak,32.32,12,8,high,urban,36
9.0,3.7,sunny,peak,21.31,6,36,medium,urban,73
7.84,4.7,cloudy,off-peak,11.08,18,24,high,urban,100
9.37,2.9,sunny,off-peak,20.12,13,8,medium,suburban,58
0.76,4.0,sunny,peak,17.7,13,6,medium,urban,31
13.15,3.4,sunny,off-peak,26.76,1,11,high,urban,47
14.02,4.5,sunny,peak,39.41,0,35,low,urban,57
8.69,4.0,sunny,off-peak,29.8,7,18,high,suburban,51
10.6,4.5,sunny,peak,27.32,3,7,high,urban,40
13.88,4.6,sunny,off-peak,36.51,1,33,low,suburban,58
10.75,4.8,rainy,peak,21.97,10,18,high,urban,72
2.71,5.0,sunny,peak,22.59,11,28,medium,urban,55
8.86,4.0,cloudy,off-peak,24.59,18,22,medium,suburban,76
9.3,4.1,sunny,peak,25.26,14,14,medium,urban,60
6.65,2.9,sunny,off-peak,14.57,3,16,low,urban,49
11.18,2.8,sunny,off-peak,24.5,1,25,high,urban,59
14.05,3.7,sunny,off-peak,10.45,6,6,high,urban,101
13.92,4.2,rainy,off-peak,34.5,1,34,low,urban,66
7.04,3.1,sunny,off-peak,39.12,12,19,low,urban,49
2.14,3.3,sunny,peak,33.05,11,38,low,rural,59
14.78,4.3,rainy,off-peak,26.12,10,26,medium,suburban,83
12.66,3.0,sunny,peak,36.58,13,5,medium,rural,48
2.31,3.8,sunny,peak,39.47,7,31,low,urban,46
13.85,3.8,sunny,peak,25.99,19,19,low,suburban,80
13.11,4.8,sunny,off-peak,11.24,18,21,medium,urban,121
8.02,3.5,sunny,peak,10.46,5,22,medium,urban,79
9.07,3.0,sunny,peak,22.8,15,5,low,rural,52
6.29,2.9,sunny,peak,17.82,12,33,high,suburban,77
1.29,3.2,sunny,peak,36.71,13,35,medium,suburban,60
5.36,3.2,sunny,off-peak,20.13,13,23,medium,urban,61
12.14,4.4,sunny,peak,24.68,15,26,low,urban,79
0.57,4.0,sunny,off-peak,24.93,2,8,high,suburban,17
5.34,4.2,sunny,peak,28.4,16,12,medium,urban,50
6.27,4.1,rainy,peak,19.54,1,33,medium,urban,62
8.29,3.7,sunny,off-peak,31.38,4,39,low,suburban,62
13.84,4.8,sunny,peak,27.74,12,26,medium,suburban,77
5.52,4.5,rainy,peak,37.33,16,18,medium,suburban,59
5.53,3.0,cloudy,off-peak,27.41,11,38,medium,urban,72
11.19,3.6,cloudy,off-peak,24.57,10,21,medium,urban,68
7.06,3.2,sunny,peak,15.35,8,27,medium,rural,70
3.76,4.4,sunny,off-peak,30.79,12,7,medium,urban,35
7.06,3.4,sunny,off-peak,33.09,10,33,low,urban,62
2.54,4.1,sunny,off-peak,11.41,18,26,medium,urban,69
3.06,3.2,sunny,off-peak,12.65,4,6,low,urban,28
7.73,2.9,sunny,off-peak,36.97,10,20,high,suburban,53
6.57,2.5,cloudy,off-peak,38.36,8,12,medium,urban,39
13.77,5.0,rainy,off-peak,23.42,19,22,medium,suburban,94
5.75,3.0,rainy,off-peak,12.06,1,38,medium,suburban,76
8.92,4.6,sunny,off-peak,33.38,4,24,low,suburban,47
9.67,4.6,sunny,peak,10.4,16,17,medium,suburban,100
0.69,3.1,cloudy,peak,36.47,16,30,low,urban,58
10.12,3.5,rainy,peak,24.75,2,29,medium,urban,65
3.08,4.6,sunny,off-peak,16.91,4,20,medium,suburban,40
14.44,4.2,sunny,peak,26.47,11,7,medium,urban,59
2.66,3.4,sunny,peak,23.91,6,9,medium,urban,28
6.51,4.9,cloudy,peak,37.67,19,26,medium,suburban,70
1.74,3.4,cloudy,off-peak,28.69,11,20,medium,urban,45
14.95,3.0,sunny,off-peak,30.14,5,13,low,urban,51
7.78,2.9,sunny,off-peak,37.82,13,7,low,urban,40
9.13,4.3,sunny,peak,20.56,3,14,high,urban,50
1.47,2.6,sunny,off-peak,12.79,8,38,low,urban,58
11.37,4.6,sunny,off-peak,22.35,11,15,medium,urban,65
3.54,3.3,sunny,peak,35.48,2,27,high,urban,41
13.52,3.4,sunny,off-peak,31.85,7,26,medium,urban,65
3.47,4.5,rainy,peak,13.87,15,8,medium,urban,54
3.26,4.5,sunny,peak,34.67,0,26,medium,urban,35
1.03,3.5,sunny,peak,35.99,3,17,low,suburban,24
7.34,3.9,cloudy,peak,20.66,1,11,high,urban,41
8.69,4.2,cloudy,off-peak,37.49,10,26,medium,suburban,60
1.45,4.2,sunny,peak,34.7,16,39,medium,suburban,69
11.75,3.8,rainy,off-peak,29.16,15,10,medium,suburban,65
7.07,4.6,sunny,off-peak,15.29,9,6,medium,rural,50
8.1,4.6,sunny,off-peak,23.93,6,22,medium,urban,54
6.89,4.6,sunny,peak,34.49,6,20,medium,suburban,44
6.31,3.2,sunny,off-peak,31.61,12,9,high,urban,44
8.61,3.1,sunny,peak,22.1,7,27,low,urban,62
2.75,2.8,rainy,off-peak,37.59,1,16,low,urban,28
