services,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,datetime
auto share,completed,Malleshwaram 2nd Block,Yeshwanthpur,109,RD1882809130493742,39.35,475.73,13.81,489.54,GPay,2024-07-07 19:53:20
bike,completed,HSR Layout Sector 3,Vijayanagar,71,RD7121827168694107,17.46,846.96,0.54,847.5,Amazon Pay,2024-07-04 16:32:20
bike lite,completed,Jayanagar 10th Block,Marathahalli Central,103,RD2253811027592067,11.17,922.06,22.49,944.55,Amazon Pay,2024-07-23 07:01:20
auto,completed,Nagarbhavi,Brigade Road North,11,RD8721598462153888,25.06,60.29,4.48,64.77,phonePy,2024-07-14 10:02:20
cab premium,completed,JP Nagar Phase 7,HSR Layout Sector 7 South,38,RD2169641330352715,7.25,47.02,32.54,79.56,Amazon Pay,2024-07-02 10:20:20
parcel,completed,Nandini Layout,Hebbal West,12,RD8000683469987894,41.62,893.18,32.33,925.51,Amazon Pay,2024-07-03 07:54:20
bike,completed,HSR Layout Sector 4 North,Banashankari 9th Stage,105,RD3894343578218223,21.02,769.11,28.39,797.5,GPay,2024-07-03 04:27:20
parcel,completed,HSR Layout Sector 8,Indiranagar 4th Stage,93,RD4625871504070446,47.05,37.82,19.8,57.62,QR scan,2024-07-06 03:38:20
auto,completed,HSR Layout Sector 6 North,Jayanagar 7th Block,87,RD3396458570015389,15.54,866.4,30.98,897.38,phonePy,2024-07-14 05:49:20
bike lite,completed,Banashankari 4th Stage,Infantry Road,12,RD4599648587032788,23.53,104.3,32.6,136.9,phonePy,2024-07-04 12:57:20
bike lite,completed,HSR Layout Sector 8 South,Bagmane Tech Park,41,RD3858282926055734,17.92,639.29,16.25,655.54,QR scan,2024-07-16 08:54:20
bike,completed,Yeshwanthpur,BTM Layout,42,RD1533319815103499,2.47,165.06,48.22,213.28,phonePy,2024-06-28 06:45:20
cab economy,completed,Banashankari 5th Stage,Marathahalli,95,RD1677777743220460,4.17,32.64,14.67,47.31,Amazon Pay,2024-06-26 04:14:20
auto,completed,Murphy Town,RT Nagar,38,RD1420561235621518,44.04,950.27,7.22,957.49,Cash,2024-06-30 08:24:20
parcel,completed,Cubbon Road,Hebbal,117,RD7286864453489395,40.96,573.96,0.15,574.11,QR scan,2024-06-30 17:41:20
parcel,completed,Lingarajapuram,Hebbal Vidyaranyapura,12,RD8763723445063011,3.77,563.79,15.48,579.27,Cash,2024-06-27 15:08:20
parcel,completed,Indiranagar 7th Stage,MG Road Symphony Theatre,22,RD2171183070789033,21.0,388.91,29.17,418.08,GPay,2024-06-25 20:46:20
auto share,completed,Hebbal South,Rajajinagar 4th Block,73,RD5928177891162549,32.09,871.97,48.89,920.86,QR scan,2024-07-09 06:43:20
cab economy,completed,Banashankari,Rajajinagar 5th Block,76,RD8733234310820120,49.25,163.85,12.12,175.97,QR scan,2024-06-29 05:22:20
cab premium,completed,Vidyaranyapura,Cox Town,70,RD6564891098059192,42.85,968.4,35.92,1004.32,Paytm,2024-07-15 02:44:20
auto,completed,Cubbon Park,Shivajinagar,120,RD6731652911362757,15.8,32.66,10.61,43.27,phonePy,2024-07-06 01:02:20
auto share,completed,Rajajinagar 8th Block,JP Nagar 10th Phase,18,RD9654057146891437,24.08,866.85,22.36,889.21,Paytm,2024-07-21 18:01:20
auto,completed,Jayanagar 1st Block East,Basaveshwara Nagar,42,RD3672445717047048,32.83,284.5,41.3,325.8,QR scan,2024-07-21 10:37:20
auto share,completed,Cubbon Park,BTM Layout 1st Stage,37,RD6508378559454853,16.11,729.82,2.32,732.14,GPay,2024-07-23 17:24:20
cab premium,completed,Electronic City Phase 1,Infantry Road,38,RD4146501512662236,7.91,158.43,16.17,174.6,Cash,2024-07-23 04:54:20
cab premium,completed,Kadubeesanahalli,Koramangala 10th Block,37,RD8327007917176301,14.1,563.26,20.67,583.93,phonePy,2024-07-18 17:36:20
cab economy,completed,Marathahalli,Rajajinagar 6th Block,103,RD8860923069490359,25.52,403.27,41.75,445.02,QR scan,2024-07-20 20:28:20
auto,completed,HAL,JP Nagar North,50,RD8891777525776243,16.77,530.36,49.92,580.28,phonePy,2024-07-17 19:29:20
cab premium,completed,Seshadripuram,Banashankari 8th Stage,14,RD9957617447237765,17.91,54.49,23.82,78.31,Cash,2024-07-07 16:25:20
bike lite,completed,Nayandahalli,HAL,78,RD4125387286731664,37.5,463.66,1.76,465.42,phonePy,2024-07-13 03:06:20
bike,completed,Whitefield,Rajajinagar 2nd Block,108,RD4880149373058992,16.58,261.25,34.85,296.1,Amazon Pay,2024-07-19 13:02:20
auto share,completed,JP Nagar Phase 7,Basaveshwara Nagar,18,RD5494770482674426,38.95,414.47,37.18,451.65,QR scan,2024-07-04 22:10:20
auto,completed,Malleshwaram 8th Block,Banashankari 3rd Stage,32,RD8549433041436009,5.45,299.62,24.02,323.64,QR scan,2024-07-03 01:07:20
auto,completed,Whitefield Mahadevapura,Jayanagar 9th Block,9,RD8534575035736465,44.23,615.26,44.92,660.18,Cash,2024-07-19 22:41:20
auto share,completed,Whitefield Varthur Road,Banashankari 8th Stage,68,RD3300336378138637,10.14,272.14,37.19,309.33,GPay,2024-06-23 23:34:20
bike,completed,Murphy Town,Rajajinagar 3rd Block,34,RD9228597911271272,37.87,683.87,6.94,690.81,Cash,2024-06-24 00:09:20
cab premium,completed,Jayanagar 5th Block East,HSR Layout Sector 1,88,RD1291732591016672,38.03,272.19,19.01,291.2,Amazon Pay,2024-06-27 12:37:20
bike,completed,Vidyaranyapura,Indiranagar 10th Stage,111,RD3967744332483516,27.9,247.01,27.74,274.75,QR scan,2024-07-14 11:16:20
auto share,completed,HSR Layout Sector 7 South,MG Road Naga Theatre,74,RD9246596565459495,7.18,277.77,35.71,313.48,Paytm,2024-07-20 21:30:20
cab premium,completed,Chamarajpet,Jayanagar 9th Block,96,RD9974621578932678,11.81,789.63,6.65,796.28,phonePy,2024-07-05 03:43:20
parcel,completed,Whitefield Nallurhalli,Hebbal Dasarahalli,58,RD9309655937018938,48.59,99.79,1.75,101.54,GPay,2024-06-24 13:18:20
bike,completed,Sarjapur Road,MG Road Cubbon Park,112,RD3343458434880329,27.24,543.86,32.18,576.04,Paytm,2024-07-10 23:10:20
bike,completed,JP Nagar Phase 8,Banashankari,117,RD5571040148300992,36.65,665.88,5.42,671.3,Amazon Pay,2024-06-26 19:59:20
cab premium,completed,Bellandur,Nayandahalli,87,RD5063066981130323,28.81,426.45,22.95,449.4,phonePy,2024-07-08 10:49:20
bike,completed,HSR Layout East,MG Road Naga Theatre,61,RD9973108399056952,23.06,607.78,45.48,653.26,GPay,2024-07-14 04:41:20
bike lite,completed,Indiranagar North,Malleshwaram 7th Block,21,RD3226443342488485,33.15,978.84,29.07,1007.91,Cash,2024-06-24 21:26:20
bike,completed,Jayanagar 3rd Block,JP Nagar 8th Phase,76,RD1379059602124623,9.16,164.62,48.75,213.37,Cash,2024-07-22 17:44:20
auto share,completed,JP Nagar Phase 2,Vijayanagar,51,RD7739682746504815,30.44,143.48,32.84,176.32,QR scan,2024-06-30 11:09:20
cab economy,completed,HSR Layout Sector 10,Jayanagar 4th Block,7,RD3825776032456590,28.72,927.81,3.04,930.85,GPay,2024-06-23 17:05:20
bike,completed,Whitefield West,Jayanagar 2nd Block East,59,RD1687666297273894,32.58,795.25,27.78,823.03,Cash,2024-07-07 22:12:20
auto share,completed,Jayanagar 6th Block,Koramangala 9th Block,87,RD1713103729461322,9.3,812.95,30.41,843.36,Cash,2024-07-12 13:38:20
cab economy,completed,Banashankari 1st Stage,Koramangala,40,RD9707049605728794,8.97,318.92,49.36,368.28,phonePy,2024-06-28 18:11:20
cab economy,completed,Whitefield Kadugodi,Queens Road,119,RD5508011678434454,19.7,630.86,46.36,677.22,GPay,2024-07-14 21:27:20
auto share,completed,MG Road West,Malleshwaram 7th Block,110,RD3266426066597363,24.29,225.98,5.61,231.59,Paytm,2024-07-19 23:15:20
cab economy,completed,Hebbal East,JP Nagar Phase 6,99,RD1519805114460038,39.19,389.31,42.85,432.16,Paytm,2024-07-09 21:52:20
auto share,completed,Jayanagar 7th Block East,HSR Layout Sector 2 North,51,RD3151394761678816,36.94,375.72,36.81,412.53,GPay,2024-07-03 19:34:20
parcel,completed,Indiranagar 9th Stage,HSR Layout Sector 2 South,66,RD9766042831368212,5.9,164.02,22.61,186.63,Amazon Pay,2024-07-14 12:57:20
parcel,completed,Jayanagar 3rd Block,Brigade Road South,40,RD5791126769966879,29.57,135.27,21.78,157.05,GPay,2024-07-13 05:28:20
cab premium,completed,Ulsoor,Indiranagar,17,RD8220863459269839,30.68,389.39,25.45,414.84,Paytm,2024-07-05 02:28:20
bike lite,completed,Malleshwaram West,Koramangala 10th Block,103,RD8976031792213550,38.13,484.94,33.64,518.58,phonePy,2024-07-03 15:45:20
cab economy,completed,Koramangala 7th Block,Varthur,29,RD8931268643809076,37.34,242.53,43.14,285.67,phonePy,2024-07-12 08:56:20
auto share,completed,JP Nagar 6th Phase,HSR Layout Sector 5 North,12,RD1835502890848871,21.19,703.12,27.57,730.69,QR scan,2024-07-11 13:42:20
cab premium,completed,Nayandahalli,MG Road North,64,RD3237404257716703,19.54,148.16,1.92,150.08,Cash,2024-07-07 14:59:20
bike,completed,Whitefield Varthur Road,Koramangala Central,20,RD1432610734099500,27.11,256.33,47.49,303.82,Cash,2024-07-09 08:05:20
auto,completed,Indiranagar 3rd Stage,MG Road Naga Theatre,40,RD2626472042768984,30.96,539.14,12.93,552.07,QR scan,2024-06-29 00:14:20
parcel,completed,HSR Layout Sector 5,Benson Town,73,RD2876621316141408,48.34,691.17,13.43,704.6,QR scan,2024-07-10 14:20:20
cab premium,completed,Indiranagar 2nd Stage,Basaveshwara Nagar,41,RD1172209842918265,30.27,278.68,46.18,324.86,phonePy,2024-07-19 18:59:20
auto share,completed,Basavanagudi,Banashankari 5th Stage,87,RD5593746645242614,43.11,315.89,23.91,339.8,GPay,2024-06-29 07:35:20
bike lite,completed,HSR Layout Sector 10 North,Indiranagar 7th Stage,76,RD4981514765990251,44.7,570.5,22.42,592.92,Amazon Pay,2024-07-11 22:27:20
cab premium,completed,Nandini Layout,Koramangala 7th Block,87,RD5322180151345502,36.37,593.01,44.45,637.46,phonePy,2024-07-06 04:28:20
auto share,completed,MG Road Central,Indiranagar 3rd Stage,99,RD1222594829066216,23.87,265.5,26.55,292.05,Paytm,2024-07-12 03:22:20
cab premium,completed,Doddanekundi,HSR Layout Sector 6 North,94,RD6143662367289940,35.43,968.2,25.83,994.03,Paytm,2024-07-23 22:34:20
auto share,completed,Jayanagar 7th Block East,Electronic City North,47,RD5877838030319222,11.15,937.57,9.84,947.41,QR scan,2024-07-11 19:40:20
auto share,completed,HSR Layout Sector 2,Richmond Town,92,RD2787645459787403,1.55,305.69,2.02,307.71,Cash,2024-07-15 22:22:20
auto,completed,Banashankari 1st Stage,MG Road East,55,RD2790609996436055,18.51,703.35,26.76,730.11,Cash,2024-07-02 05:43:20
auto,completed,Chikpet,Indiranagar 8th Stage,16,RD3416895128855839,43.71,34.92,5.92,40.84,QR scan,2024-07-06 10:10:20
bike,completed,MG Road,HSR Layout,55,RD2219710596438248,49.4,306.04,24.61,330.65,Paytm,2024-06-29 20:06:20
bike,completed,Brigade Road Richmond Road,Bagmane Tech Park,42,RD6671584709480042,48.12,89.17,31.21,120.38,Paytm,2024-06-29 22:45:20
auto,completed,Ganganagar,Koramangala South,66,RD1644826193570713,30.71,462.89,6.14,469.03,Paytm,2024-06-25 23:31:20
bike,completed,Banashankari 3rd Stage,Kengeri,20,RD3868230519799713,31.58,204.99,47.98,252.97,phonePy,2024-06-26 03:53:20
cab economy,completed,Brigade Road Residency Road,Marathahalli Ring Road,99,RD8991402990398915,12.11,173.11,8.61,181.72,GPay,2024-06-23 21:31:20
bike lite,completed,Brigade Road Residency Road,Whitefield ECC Road,85,RD3290237230674779,9.56,57.59,42.49,100.08,Amazon Pay,2024-06-25 04:11:20
auto share,completed,Whitefield Channasandra,Rajajinagar 8th Block,43,RD1174287922107101,8.49,972.13,8.14,980.27,QR scan,2024-06-26 23:54:20
auto,completed,Banashankari 3rd Stage,Chikpet,66,RD6043505454423853,28.07,814.6,36.46,851.06,Paytm,2024-07-10 01:12:20
bike,completed,Indiranagar 1st Stage,Malleshwaram 4th Block,91,RD2438267302442152,32.88,988.41,5.61,994.02,Cash,2024-06-30 22:06:20
parcel,completed,Nagarbhavi,Banashankari 8th Stage,80,RD8219355322951998,19.51,655.24,32.62,687.86,GPay,2024-06-24 15:13:20
auto,completed,Jayanagar 5th Block East,Malleshwaram 1st Block,76,RD6203568745601327,32.46,603.29,24.06,627.35,phonePy,2024-07-18 10:18:20
parcel,completed,Indiranagar 9th Stage,Koramangala 7th Block,79,RD6699933275691487,17.28,323.97,35.39,359.36,Amazon Pay,2024-06-24 18:49:20
auto,completed,HSR Layout Sector 7 South,Brigade Road North,16,RD4129391944667786,44.49,932.57,17.28,949.85,Paytm,2024-06-26 02:26:20
cab economy,completed,Sahakar Nagar,Yelahanka,94,RD6789458716389804,49.87,504.65,25.04,529.69,phonePy,2024-07-08 11:36:20
auto share,completed,Ulsoor,Jayanagar 2nd Block East,24,RD4442404832250540,30.12,676.95,40.81,717.76,QR scan,2024-07-15 05:50:20
cab premium,completed,HSR Layout Sector 2,Rajajinagar 1st Block,33,RD5109971096549153,35.27,220.85,8.96,229.81,Paytm,2024-07-02 23:27:20
auto share,completed,Brigade Road Brigade Gateway,Cubbon Road,48,RD1726708261969869,43.35,468.88,47.03,515.91,Cash,2024-06-28 13:56:20
auto,completed,Majestic,Marathahalli West,5,RD4604562412436295,46.23,763.68,17.95,781.63,Paytm,2024-06-25 04:51:20
auto share,completed,JP Nagar East,Vignan Nagar,39,RD9447599396961520,38.66,581.21,10.23,591.44,Cash,2024-07-19 02:10:20
parcel,completed,MG Road Trinity Circle,JP Nagar Phase 2,58,RD2924485270923741,10.09,637.84,30.33,668.17,Cash,2024-06-28 17:09:20
parcel,completed,Murphy Town,Brigade Gateway,12,RD3336984336913651,19.81,590.39,23.4,613.79,Amazon Pay,2024-07-14 08:15:20
auto share,completed,MG Road Trinity Circle,Koramangala 6th Block,26,RD2028183748122874,5.51,549.76,1.0,550.76,Paytm,2024-07-21 14:14:20
parcel,completed,Jayanagar,BTM Layout 4th Stage,78,RD7694289827787074,6.21,256.33,47.48,303.81,Amazon Pay,2024-07-01 07:02:20
cab premium,completed,Peenya,Whitefield Central,115,RD5164842676165728,40.28,290.46,5.75,296.21,Cash,2024-06-27 00:13:20
auto share,completed,Brigade Road Residency Road,Jayanagar 5th Block East,62,RD9543138093593187,36.1,624.03,46.1,670.13,Cash,2024-07-05 06:29:20
parcel,completed,Hebbal,Hebbal West,56,RD9495861966568965,40.54,877.26,15.97,893.23,phonePy,2024-07-22 16:52:20
cab economy,completed,HSR Layout Central,Palace Road,59,RD3556441081974698,43.37,726.59,31.17,757.76,Paytm,2024-07-13 02:56:20
bike lite,completed,KR Puram,Koramangala 10th Block,29,RD1460925523906653,28.88,802.5,23.52,826.02,QR scan,2024-07-12 12:44:20
bike,completed,JP Nagar 10th Phase,Whitefield Kadugodi,30,RD2143424387535482,10.5,901.31,35.59,936.9,Amazon Pay,2024-07-10 17:12:20
cab economy,completed,Shivajinagar,Peenya,5,RD8023536545444300,17.43,975.57,49.91,1025.48,phonePy,2024-06-24 17:59:20
auto share,completed,Malleshwaram,Victoria Layout,117,RD2388369288435212,12.24,944.97,24.91,969.88,Paytm,2024-07-13 04:51:20
auto share,completed,Marathahalli Bridge,RT Nagar,115,RD3900932398739285,20.27,422.09,17.81,439.9,Amazon Pay,2024-06-26 04:00:20
auto,completed,Basaveshwara Nagar,BTM Layout 4th Stage,59,RD8185639381311863,44.92,867.23,21.87,889.1,phonePy,2024-07-08 17:00:20
auto share,completed,Cooke Town,HSR Layout Sector 2 South,108,RD1669354214465100,25.67,24.62,23.24,47.86,Amazon Pay,2024-07-04 08:48:20
auto share,completed,Whitefield Kadugodi,JP Nagar Phase 6,96,RD5166359932137814,27.1,85.98,25.21,111.19,Amazon Pay,2024-07-18 09:34:20
parcel,completed,Hebbal Sanjay Nagar,Brigade Road East,24,RD3241485976702446,12.18,572.98,40.19,613.17,Paytm,2024-06-29 02:41:20
bike,completed,Banashankari 1st Stage,Brigade Road Church Street,52,RD4525880173918898,24.89,810.39,40.43,850.82,Paytm,2024-06-25 18:44:20
parcel,completed,JP Nagar East,MG Road Anil Kumble Circle,109,RD4235069824212197,13.12,948.02,23.99,972.01,Amazon Pay,2024-07-11 15:58:20
parcel,completed,Jayanagar 6th Block East,HSR Layout Sector 5 South,29,RD8579443936971995,36.0,652.41,30.94,683.35,Cash,2024-07-05 02:01:20
auto,completed,Bellandur,HSR Layout Sector 9 North,19,RD7140898006248111,10.59,824.41,20.33,844.74,QR scan,2024-07-16 02:06:20
parcel,completed,Benson Town,Malleshwaram 9th Block,44,RD9915804468412839,32.29,623.12,38.94,662.06,Cash,2024-07-11 07:37:20
auto share,completed,Marathahalli,Marathahalli Colony,74,RD1037754158271985,42.96,92.87,27.32,120.19,GPay,2024-07-10 20:16:20
bike lite,completed,Doddanekundi,Jayanagar 8th Block,72,RD1768096767475756,26.94,828.84,24.62,853.46,Amazon Pay,2024-07-07 19:35:20
parcel,completed,Jayanagar 6th Block,MG Road Trinity Circle,77,RD6664186987593888,4.77,929.07,35.17,964.24,GPay,2024-07-16 08:11:20
parcel,completed,HSR Layout Sector 4,Jayanagar 3rd Block East,83,RD7422346898806509,39.05,572.81,2.16,574.97,Paytm,2024-07-14 03:32:20
auto,completed,Richmond Road,Brigade Gateway,5,RD2162844157925834,6.6,841.81,29.6,871.41,GPay,2024-07-15 19:24:20
cab premium,completed,Banashankari 9th Stage,HSR Layout South,60,RD6269002757100655,49.63,32.91,42.02,74.93,GPay,2024-07-02 04:44:20
auto,completed,JP Nagar Phase 7,Varthur,110,RD2529720906691215,48.42,306.28,30.66,336.94,QR scan,2024-07-09 14:35:20
parcel,completed,Nagarbhavi 2nd Stage,Marathahalli West,120,RD6690059335268951,18.29,228.76,31.82,260.58,Cash,2024-07-19 10:49:20
auto,completed,JP Nagar 8th Phase,Brigade Gateway,18,RD6948105882276857,14.24,638.71,39.91,678.62,phonePy,2024-07-20 05:02:20
auto,completed,Electronic City Phase 3,Vignan Nagar,9,RD5410497589661921,27.76,33.06,44.38,77.44,QR scan,2024-07-14 07:23:20
cab premium,completed,HSR Layout Sector 2 South,Infantry Road,107,RD4444506620984387,9.69,959.78,21.85,981.63,Cash,2024-06-30 14:15:20
cab economy,completed,Majestic,HSR Layout Sector 5 South,64,RD7082374043639831,21.06,930.81,21.45,952.26,QR scan,2024-06-23 11:37:20
cab premium,completed,Cox Town,Malleshwaram Central,42,RD7108790221969235,11.4,586.78,5.1,591.88,Paytm,2024-07-17 14:55:20
auto share,completed,Tumkur Road,Indiranagar 4th Stage,65,RD1880822613980994,21.1,603.73,15.8,619.53,QR scan,2024-06-27 23:44:20
auto,completed,Malleshwaram 4th Block,MG Road East,27,RD2910664012267972,15.77,165.8,20.16,185.96,Cash,2024-07-21 07:20:20
auto share,completed,Banashankari 4th Stage,Tumkur Road,29,RD5540834824099475,49.24,165.38,39.87,205.25,Cash,2024-07-16 04:22:20
cab premium,completed,Malleshwaram East,Electronic City East,115,RD5745002477441672,28.51,248.92,1.26,250.18,Amazon Pay,2024-07-11 10:01:20
cab economy,completed,Whitefield Immadihalli,Indiranagar 9th Stage,28,RD6944077594824914,40.69,244.38,49.2,293.58,Amazon Pay,2024-07-13 21:38:20
bike,completed,Marathahalli East,Marathahalli East,20,RD2639578450525528,35.32,599.37,32.81,632.18,phonePy,2024-07-02 00:41:20
cab economy,completed,Marathahalli West,Hebbal,34,RD4621041942202386,42.84,966.89,20.35,987.24,phonePy,2024-07-10 23:19:20
auto share,completed,Marathahalli West,Sarjapur Road,35,RD3907226701329838,37.52,962.02,36.22,998.24,Cash,2024-07-23 23:23:20
cab premium,completed,Indiranagar 2nd Stage,Kammanahalli,39,RD8372288351393659,35.76,993.68,27.94,1021.62,QR scan,2024-07-22 05:08:20
bike lite,completed,Yeshwanthpur,Electronic City,43,RD5650357168606733,9.32,794.07,12.44,806.51,Amazon Pay,2024-07-23 02:10:20
bike,completed,Palace Road,JP Nagar Phase 4,89,RD8476501181430238,49.64,628.31,3.05,631.36,phonePy,2024-06-25 13:02:20
cab premium,completed,Electronic City South,HSR Layout Sector 10,45,RD2311861971249947,11.78,767.24,12.58,779.82,Paytm,2024-06-30 02:32:20
auto,completed,Ulsoor,HSR Layout Sector 8 South,60,RD8664568520306509,48.26,91.54,24.3,115.84,Paytm,2024-07-07 02:25:20
bike,completed,Kalyan Nagar,Banashankari 2nd Stage,103,RD8075732016917667,25.27,574.23,20.77,595.0,Paytm,2024-06-26 19:38:20
cab premium,completed,HSR Layout Sector 4 North,Indiranagar,65,RD6176894819078018,48.41,495.46,45.39,540.85,phonePy,2024-07-03 21:07:20
parcel,completed,HSR Layout Sector 7 South,Jayanagar 7th Block East,56,RD8911562257389290,43.69,648.7,8.03,656.73,Paytm,2024-06-26 22:52:20
cab premium,completed,Indiranagar South,JP Nagar West,82,RD8655546077670413,21.16,341.7,4.52,346.22,phonePy,2024-07-17 12:43:20
auto,completed,MG Road Anil Kumble Circle,Infantry Road,77,RD5659536373467054,38.68,530.61,8.84,539.45,GPay,2024-07-22 21:06:20
auto,completed,Jayanagar 6th Block East,HSR Layout Sector 8 South,65,RD8459051367338722,27.22,743.21,9.83,753.04,GPay,2024-07-23 23:36:20
auto,completed,Whitefield Hope Farm Junction,Malleshwaram 2nd Block,119,RD4180300804200975,45.99,275.01,6.09,281.1,QR scan,2024-06-26 14:12:20
bike lite,completed,Lalbagh,Palace Guttahalli,93,RD8917194750338057,13.41,426.39,2.43,428.82,GPay,2024-07-14 19:02:20
cab premium,completed,Jayanagar 6th Block,Basavanagudi,70,RD9009203824198401,30.7,81.22,25.59,106.81,Paytm,2024-07-19 22:41:20
bike,completed,Malleshwaram 2nd Block,Rajajinagar 3rd Block,80,RD1598527487899868,10.6,356.5,15.27,371.77,phonePy,2024-07-12 14:36:20
cab economy,completed,JP Nagar,Vasanth Nagar,47,RD3673929596865758,41.44,604.45,18.73,623.18,GPay,2024-07-08 20:54:20
cab premium,completed,Koramangala 6th Block,Indiranagar 7th Stage,43,RD5871684676658586,32.51,375.6,49.64,425.24,QR scan,2024-07-08 16:54:20
cab premium,completed,Banashankari 6th Stage,Indiranagar 5th Stage,58,RD6017182429904263,47.31,88.35,9.41,97.76,GPay,2024-07-17 14:06:20
